timestamp,optimizer_id,generation,loss,flops,time_ms,gpu_mem_peak,library_usage
2026-03-26 20:24:20,192,1,10.0,1000000000.0,101.33695602416992,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:24:25,193,1,10.0,1000000000.0,101.88007354736328,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:24:33,194,1,10.0,1000000000.0,102.6921272277832,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:24:35,195,1,10.0,1000000000.0,104.62236404418945,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:24:42,196,1,10.0,1000000000.0,102.4169921875,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:24:51,197,1,10.0,1000000000.0,102.67758369445801,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:25:14,198,1,10.0,1000000000.0,104.39538955688477,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:25:16,199,1,10.0,1000000000.0,102.63705253601074,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:25:18,200,1,10.0,1000000000.0,101.71747207641602,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:25:25,201,1,10.0,1000000000.0,102.05364227294922,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:25:28,202,1,10.0,1000000000.0,102.18310356140137,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:25:34,203,1,10.0,1000000000.0,101.78375244140625,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:25:36,204,1,10.0,1000000000.0,106.76836967468262,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:25:38,205,1,10.0,1000000000.0,102.29063034057617,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:25:40,206,1,10.0,1000000000.0,102.50973701477051,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:25:43,207,1,10.0,1000000000.0,116.0426139831543,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:25:56,208,1,10.0,1000000000.0,102.83422470092773,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:25:58,209,1,10.0,1000000000.0,102.89597511291504,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:26:03,210,1,10.0,1000000000.0,101.3956069946289,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:26:06,211,1,10.0,1000000000.0,102.40864753723145,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:26:14,212,1,10.0,1000000000.0,104.05325889587402,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:26:19,213,1,10.0,1000000000.0,102.64825820922852,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:26:22,214,1,10.0,1000000000.0,103.67584228515625,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:26:24,215,1,10.0,1000000000.0,103.43289375305176,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:26:29,216,1,10.0,1000000000.0,106.5061092376709,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:26:35,217,1,10.0,1000000000.0,107.60092735290527,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:26:38,218,1,10.0,1000000000.0,103.25169563293457,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:26:40,219,1,10.0,1000000000.0,105.29041290283203,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:26:43,220,1,10.0,1000000000.0,101.43470764160156,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:26:45,221,1,10.0,1000000000.0,103.29771041870117,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:26:47,222,1,10.0,1000000000.0,101.79805755615234,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:26:50,223,1,10.0,1000000000.0,105.3929328918457,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
2026-03-26 20:26:53,224,1,10.0,1000000000.0,105.99136352539062,9109504,cuda_allocated_bytes:8847360;cuda_reserved_bytes:23068672;cuda_peak_memory:9109504
